id,title,company,location,salary,required_skills,job_type,url,state
961,"Data Engineer",Adobe,"San Jose, CA","$113,400.00/yr - $206,300.00/yr","Python, Power BI, SQL, Scala, PyTorch, Databricks, Tableau, Java, Looker","Data Engineer",https://www.linkedin.com/company/adobe?trk=public_jobs_topcard_logo,CA
962,"Data Engineer, ITA",Amazon,"Arlington, VA",Unknown,"Python, Hadoop, SQL, Scala, Tableau, AWS","Data Engineer",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,VA
963,"Data Engineer","Costco Wholesale","Seattle, WA",Unknown,"Python, R, Data Warehousing, SQL, Kafka, Databricks, Azure","Data Engineer",https://www.linkedin.com/company/costco-wholesale?trk=public_jobs_topcard_logo,WA
964,"Data Engineer","Concentrix Trust & Safety","Cincinnati, OH",Unknown,Azure,"Data Engineer",https://www.linkedin.com/showcase/concentrix-trust-safety/?trk=public_jobs_topcard_logo,OH
965,"Data Visualization & Analytics Engineer",Takeda,"Brooklyn Park, MN","$86,500.00/yr - $135,960.00/yr","SQL, Python, Power BI","Data Engineer",https://jp.linkedin.com/company/takeda-pharmaceuticals?trk=public_jobs_topcard_logo,MN
966,"Data Engineer - Abu Dhabi Hedge Fund ($250k - $450k)",Saragossa,"Houston, TX","$250,000.00/yr - $450,000.00/yr",Unknown,"Data Engineer",https://uk.linkedin.com/company/saragossa?trk=public_jobs_topcard_logo,TX
967,"Data Engineer I","USF College of Nursing","Tampa, FL",Unknown,"SQL, Python, Azure, Scala","Data Engineer",https://www.linkedin.com/school/usfcollegeofnursing/?trk=public_jobs_topcard_logo,FL
968,"Data Engineer, Level 3","Snap Inc.","Los Angeles, CA",Unknown,"Python, SQL, BigQuery, Scala, Java","Data Engineer",https://www.linkedin.com/company/snap-inc-co?trk=public_jobs_topcard_logo,CA
969,"Data Engineer III",Walmart,"Bentonville, AR","$90,000.00/yr - $180,000.00/yr","Apache Airflow, Python, Hadoop, Apache Spark, SQL, Google Cloud, BigQuery, Scala, Kafka","Data Engineer",https://www.linkedin.com/company/walmart?trk=public_jobs_topcard_logo,AR
970,"Data Moderator",Centific,"Jacksonville, FL","$15.00/hr - $20.00/hr",Excel,"Data Analyst",https://www.linkedin.com/company/centificglobal?trk=public_jobs_topcard_logo,FL
971,"Data Engineer",MotherDuck,"San Francisco, CA","$150,000.00/yr - $200,000.00/yr","Apache Airflow, Python, Snowflake, SQL, Databricks, AWS, Looker","Data Engineer",https://www.linkedin.com/company/motherduck?trk=public_jobs_topcard_logo,CA
972,"Junior Data Engineer","National Audubon Society","New York, NY","$25.00/hr - $40.00/hr","Python, Snowflake, SQL, BigQuery, Java","Data Engineer",https://www.linkedin.com/company/national-audubon-society?trk=public_jobs_topcard_logo,NY
973,"Data Engineer",Amazon,"New York, United States",Unknown,"Python, Hadoop, SQL, Java, Scala, AWS","Data Engineer",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,US
974,"Data Analyst","Interra Credit Union","Goshen, IN",Unknown,"Tableau, Power BI, SQL, Excel","Data Analyst",https://www.linkedin.com/company/interra-credit-union?trk=public_jobs_topcard_logo,IN
975,"Data Engineer",Finix,"San Francisco, CA","$150,000.00/yr - $190,000.00/yr","SQL, Python, Looker, Java","Data Engineer",https://www.linkedin.com/company/finix-payments?trk=public_jobs_topcard_logo,CA
976,"Data Engineer, Vulcan",Amazon,"San Diego, CA",Unknown,"SQL, AWS","Data Engineer",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,CA
977,"Healthcare Data Analyst (Only for W2)","Lorven Technologies Inc.","United States",Unknown,"Tableau, Python, SQL, Excel","Data Analyst",https://www.linkedin.com/company/lorventech?trk=public_jobs_topcard_logo,US
978,"Business Intelligence Analyst",Stord,"All, MO",Unknown,"R, Python, Power BI, Excel, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/stord?trk=public_jobs_topcard_logo,MO
979,"Data Engineer III",Walmart,"Bentonville, AR","$90,000.00/yr - $180,000.00/yr","Google Cloud, BigQuery, Scala, SQL","Data Engineer",https://www.linkedin.com/company/walmart?trk=public_jobs_topcard_logo,AR
980,"Data Engineer",MotherDuck,"New York, NY","$150,000.00/yr - $200,000.00/yr","Apache Airflow, Python, Snowflake, SQL, Databricks, AWS, Looker","Data Engineer",https://www.linkedin.com/company/motherduck?trk=public_jobs_topcard_logo,NY
981,"Data Engineer",Adobe,"San Jose, CA",Unknown,"Python, Power BI, SQL, Scala, PyTorch, Databricks, Tableau, Java, Looker","Data Engineer",https://www.linkedin.com/company/adobe?trk=public_jobs_topcard_logo,CA
982,"Data Engineer",Atlassian,"San Francisco, CA","$126,100.00/yr - $186,800.00/yr","SQL, Java, Python, AWS","Data Engineer",https://au.linkedin.com/company/atlassian?trk=public_jobs_topcard_logo,CA
983,"Data Engineer 5 - Playback",Netflix,"United States",Unknown,"Python, Java, Scala","Data Engineer",https://www.linkedin.com/company/netflix?trk=public_jobs_topcard_logo,US
984,"Data Engineer",Rivian,"Palo Alto, CA",Unknown,"SQL, Python, AWS, Databricks","Data Engineer",https://www.linkedin.com/company/rivian?trk=public_jobs_topcard_logo,CA
985,"Business Data Engineer","Publix Super Markets","Lakeland, FL","$86,000.00/yr - $129,000.00/yr","Python, Power BI, SQL, Databricks, Azure","Data Engineer",https://www.linkedin.com/company/publix-super-markets?trk=public_jobs_topcard_logo,FL
986,"Data Analyst",TalentBridge,"Boston, MA","$70.00/hr - $75.00/hr","Tableau, Python, Snowflake","Data Analyst",https://www.linkedin.com/company/talentbridge?trk=public_jobs_topcard_logo,MA
987,"Data Engineer","American Express","Phoenix, AZ",Unknown,"Google Cloud, SQL, Python","Data Engineer",https://www.linkedin.com/company/american-express?trk=public_jobs_topcard_logo,AZ
988,"Tableau Administrator",Empiric,"San Francisco Bay Area","$70.00/hr - $85.00/hr","Tableau, Collaboration, SQL, Snowflake","Data Analyst",https://uk.linkedin.com/company/empiric-solutions?trk=public_jobs_topcard_logo,CA
989,"Data Engineer (L5) - Content Production & Promotion",Netflix,"United States",Unknown,"Java, Python","Data Engineer",https://www.linkedin.com/company/netflix?trk=public_jobs_topcard_logo,US
990,"Data Analyst",Airswift,"Beaumont, TX",Unknown,"Power BI, Excel","Data Analyst",https://www.linkedin.com/company/airswift?trk=public_jobs_topcard_logo,TX
991,"Data Engineer",Amazon,"Bellevue, WA",Unknown,"Python, Hadoop, SQL, Java, Scala, AWS","Data Engineer",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,WA
992,"Data Engineer",Amazon,"Seattle, WA",Unknown,"Python, Hadoop, SQL, Java, Scala, AWS","Data Engineer",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,WA
993,"Data Engineer, Product Analytics",Meta,"New York, NY","$173,000.00/yr - $242,000.00/yr","SQL, Python, Scala","Data Engineer",https://www.linkedin.com/company/meta?trk=public_jobs_topcard_logo,NY
994,"Junior Data Engineer","Rize Credit Union","Irwindale, CA","$37.00/hr - $49.00/hr","Python, R, Power BI, SQL, AWS, Azure","Data Engineer",https://www.linkedin.com/company/rize-credit-union?trk=public_jobs_topcard_logo,CA
995,"Data Engineer (Intern) United States",Cisco,"San Jose, CA","$44,000.00/yr - $130,000.00/yr","Python, MySQL, MongoDB, Hadoop, Google Cloud, Scala, AWS, Tableau, PostgreSQL, Java, Azure","Data Engineer",https://www.linkedin.com/company/cisco?trk=public_jobs_topcard_logo,CA
996,"Data Engineer, P2 Science, Data, and Insights",Amazon,"Seattle, WA",Unknown,AWS,"Data Engineer",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,WA
997,"Data Engineer - Abu Dhabi Hedge Fund ($250k - $450k)",Saragossa,"New York, United States","$250,000.00/yr - $500,000.00/yr",Unknown,"Data Engineer",https://uk.linkedin.com/company/saragossa?trk=public_jobs_topcard_logo,US
998,"Data Engineer",Protecht,"San Francisco, CA",Unknown,"Python, MySQL, SQL, AWS, Kafka, Tableau, Java, Looker","Data Engineer",https://www.linkedin.com/company/weareprotecht?trk=public_jobs_topcard_logo,CA
999,"Data Engineer",Amazon,"Austin, TX",Unknown,"Python, Hadoop, SQL, Java, Scala, AWS","Data Engineer",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,TX
1000,"Data Engineer II, Amazon Key",Ring,"Seattle, WA",Unknown,"SQL, Python, AWS, R","Data Engineer",https://www.linkedin.com/company/ring-labs?trk=public_jobs_topcard_logo,WA
1001,"Software Engineer 5, Data Clean Room",Netflix,"California, United States",Unknown,"SQL, Python, AWS","Data Engineer",https://www.linkedin.com/company/netflix?trk=public_jobs_topcard_logo,US
1002,"Data Analyst - SSRD","Winston Center","Stafford, VA",Unknown,Unknown,"Data Analyst",https://www.linkedin.com/company/winston-center?trk=public_jobs_topcard_logo,VA
1003,"Data Engineer","Costco IT","Seattle, WA",Unknown,"Python, R, Data Warehousing, SQL, Kafka, Databricks, Azure","Data Engineer",https://www.linkedin.com/company/costco-weareit?trk=public_jobs_topcard_logo,WA
1004,"Data Engineer Intern",Thales,"Irvine, CA",Unknown,"Python, Excel, Databricks, Power BI, SQL, Tableau, Azure","Data Engineer",https://fr.linkedin.com/company/thales?trk=public_jobs_topcard_logo,CA
1005,"Internship, Data Engineer, Cell Engineering (Fall 2025)",Tesla,"Palo Alto, CA",Unknown,"Python, R, Hadoop, MATLAB, SQL, Tableau","Data Engineer",https://www.linkedin.com/company/tesla-motors?trk=public_jobs_topcard_logo,CA
1006,"Data Engineer","Tata Consultancy Services","New York, NY",Unknown,"SQL, Python, Azure, Snowflake","Data Engineer",https://in.linkedin.com/company/tata-consultancy-services?trk=public_jobs_topcard_logo,NY
1007,"Data Engineer",CivicPlus,"United States",Unknown,"Python, MySQL, SQL, PostgreSQL, AWS, Azure","Data Engineer",https://www.linkedin.com/company/civicplus?trk=public_jobs_topcard_logo,US
1008,"Data Engineer, Just Walk Out","Amazon Web Services (AWS)","Cupertino, CA",Unknown,AWS,"Data Engineer",https://www.linkedin.com/company/amazon-web-services?trk=public_jobs_topcard_logo,CA
1009,"Data Engineer, Data Platform - USDS",TikTok,"Mountain View, CA",Unknown,"Python, R, Hadoop, Power BI, SQL, Scala, Kafka, Tableau, AWS","Data Engineer",https://www.linkedin.com/company/tiktok?trk=public_jobs_topcard_logo,CA
1010,"Data Engineer",Zenith,"New York, NY",Unknown,"SQL, BigQuery, Python","Data Engineer",https://uk.linkedin.com/company/zenithinternational?trk=public_jobs_topcard_logo,NY
1011,"Data Engineer - Career (T-06)",Q2,"Austin, TX",Unknown,"Apache Airflow, Python, Collaboration, SQL, Pandas, Kafka, Databricks, AWS, Azure","Data Engineer",https://www.linkedin.com/company/q2software?trk=public_jobs_topcard_logo,TX
1012,"Data Engineer Intern 2025","Voloridge Investment Management, LLC","Jupiter, FL",Unknown,"SQL, Python, Azure, AWS","Data Engineer",https://www.linkedin.com/company/voloridge-investment-management?trk=public_jobs_topcard_logo,FL
1013,"Data Engineer",Balt,"Irvine, CA",Unknown,"SQL, Snowflake, Tableau","Data Engineer",https://fr.linkedin.com/company/balt-group?trk=public_jobs_topcard_logo,CA
1014,"Data visualization engineer","Largeton Group","Burlington, MA",Unknown,"Looker, Tableau","Data Engineer",https://www.linkedin.com/company/largeton-inc?trk=public_jobs_topcard_logo,MA
1015,"Data Engineer - Data Platform",TikTok,"San Jose, CA",Unknown,"Kafka, SQL, R","Data Engineer",https://www.linkedin.com/company/tiktok?trk=public_jobs_topcard_logo,CA
1016,"Azure Data Engineer",Cloudforce,"National Harbor, MD","$80,000.00/yr - $165,000.00/yr","Python, R, Snowflake, Hadoop, Power BI, Apache Spark, SQL, Kafka, Databricks, Microsoft SQL Server, Azure","Data Engineer",https://www.linkedin.com/company/gocloudforce?trk=public_jobs_topcard_logo,MD
1017,"Data Engineer","AllergyMoms LLC","Alabama, United States",Unknown,"Apache Airflow, Snowflake, Collaboration, SQL, BigQuery, AWS, Azure","Data Engineer",https://www.linkedin.com/company/allergymoms-llc?trk=public_jobs_topcard_logo,US
1018,"Data Engineer","Tata Consultancy Services","Atlanta, GA",Unknown,"SQL, Power BI, Tableau","Data Engineer",https://in.linkedin.com/company/tata-consultancy-services?trk=public_jobs_topcard_logo,GA
1019,"Senior Data Engineer",Nutanix,"San Jose, CA",Unknown,SQL,"Data Engineer",https://www.linkedin.com/company/nutanix?trk=public_jobs_topcard_logo,CA
1020,"Junior Data Science Engineer",DataRobot,"Boston, MA",Unknown,"Python, scikit-learn, NumPy, AWS, Azure","Data Engineer",https://www.linkedin.com/company/datarobot?trk=public_jobs_topcard_logo,MA
1021,"Data Engineer","Tata Consultancy Services","Deerfield, IL",Unknown,"Snowflake, Power BI, SQL, Databricks, Azure","Data Engineer",https://in.linkedin.com/company/tata-consultancy-services?trk=public_jobs_topcard_logo,IL
1022,"Data Engineer","Hilti North America","Plano, TX",Unknown,"Python, Power BI, SQL, Tableau, Java, Azure","Data Engineer",https://www.linkedin.com/company/hilti-usa?trk=public_jobs_topcard_logo,TX
1023,"Big Data Engineer (Azure)","Tiger Analytics","Chicago, IL",Unknown,"Python, Snowflake, Hadoop, Apache Spark, SQL, Scala, Kafka, Databricks, Java, Azure","Data Engineer",https://www.linkedin.com/company/tiger-analytics?trk=public_jobs_topcard_logo,IL
1024,"Data Engineer",MotherDuck,"Seattle, WA","$150,000.00/yr - $200,000.00/yr","Apache Airflow, Python, Snowflake, SQL, Databricks, AWS, Looker","Data Engineer",https://www.linkedin.com/company/motherduck?trk=public_jobs_topcard_logo,WA
1025,"Junior Data Engineer",Medpace,"Cincinnati, OH",Unknown,"SQL, Python, Azure, Snowflake","Data Engineer",https://www.linkedin.com/company/medpace?trk=public_jobs_topcard_logo,OH
1026,"Data Engineer (Hadoop, Oracle, Python, Spark, SQL)",PNC,"Pittsburgh, PA",Unknown,"Data Analysis","Data Engineer",https://www.linkedin.com/company/pnc-bank?trk=public_jobs_topcard_logo,PA
1027,"Data Engineer","Macquarie Group","Philadelphia, PA",Unknown,"Python, AWS","Data Engineer",https://au.linkedin.com/company/macquariegroup?trk=public_jobs_topcard_logo,PA
1028,"Microsoft Data Engineer","Hazen and Sawyer","Denver, CO","$80,000.00/yr - $120,000.00/yr","Python, Snowflake, SQL, Microsoft SQL Server, Azure","Data Engineer",https://www.linkedin.com/company/hazen-and-sawyer?trk=public_jobs_topcard_logo,CO
1029,"Data Engineer","Radwell International","Willingboro, NJ","$80,000.00/yr - $110,000.00/yr","SQL, Azure, Snowflake, Databricks","Data Engineer",https://www.linkedin.com/company/radwell-international?trk=public_jobs_topcard_logo,NJ
1030,"Data Engineer",LTIMindtree,"Columbus, Ohio Metropolitan Area","$120,000.00/yr - $140,000.00/yr","Python, Hadoop, Apache Spark, Scala, AWS, Java","Data Engineer",https://in.linkedin.com/company/ltimindtree?trk=public_jobs_topcard_logo,OH
1031,"Data Engineer (multiple openings) - IHM","Discover Financial Services","Riverwoods, IL",Unknown,Unknown,"Data Engineer",https://www.linkedin.com/company/discover-financial-services?trk=public_jobs_topcard_logo,IL
1032,"Data Engineer â€“ C12 Tampa",Citi,"Tampa, FL",Unknown,"Python, Snowflake, Hadoop, SQL, Scala, Kafka, Databricks, AWS, Java","Data Engineer",https://www.linkedin.com/company/citi?trk=public_jobs_topcard_logo,FL
1033,"Data Engineer",Claritev,"United States",Unknown,"Python, SQL, Scala, Kafka, Java","Data Engineer",https://www.linkedin.com/company/claritev?trk=public_jobs_topcard_logo,US
1034,"Data Engineer","CGS Federal (Contact Government Services)","Worcester, MA","$112,597.33/yr - $152,810.66/yr","SQL, Python, R, Tableau","Data Engineer",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,MA
1035,"Data Engineer, People eXperience and Technology (PXT) Central Science",Amazon,"Sunnyvale, CA",Unknown,AWS,"Data Engineer",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,CA
1036,"Data Engineer, Global Live",TikTok,"San Jose, CA",Unknown,"SQL, Python","Data Engineer",https://www.linkedin.com/company/tiktok?trk=public_jobs_topcard_logo,CA
1037,"Full Stack Data Engineer (Python / Streamlit / Snowflake)",Sciata,"Houston, TX",Unknown,"Python, Snowflake, SQL, AWS, Azure","Data Engineer",https://www.linkedin.com/company/sciata?trk=public_jobs_topcard_logo,TX
1038,"Data Engineer",Speak,"San Francisco Bay Area",Unknown,"Python, Snowflake, SQL, BigQuery, Data Analysis, AWS","Data Engineer",https://www.linkedin.com/company/usespeak?trk=public_jobs_topcard_logo,CA
1039,"Data Engineer","ISF, Inc.","Tallahassee, FL",Unknown,"SQL, Python, Azure","Data Engineer",https://www.linkedin.com/company/isf-inc-us?trk=public_jobs_topcard_logo,FL
1040,"Data Engineer (2) - 5762411",Accenture,"New York, NY",Unknown,"SQL, Azure, Databricks","Data Engineer",https://ie.linkedin.com/company/accenture?trk=public_jobs_topcard_logo,NY
1041,"Data Engineer (multiple openings) - IHM","Discover Financial Services","Riverwoods, IL",Unknown,"AWS, Python","Data Engineer",https://www.linkedin.com/company/discover-financial-services?trk=public_jobs_topcard_logo,IL
1042,"Data Engineer","Redhorse Corporation","Herndon, VA",Unknown,"Python, Apache NiFi, SQL, Databricks, AWS","Data Engineer",https://www.linkedin.com/company/redhorse-corporation?trk=public_jobs_topcard_logo,VA
1043,"Data Science Engineer",Takeda,"Lexington, MA","$137,000.00/yr - $215,270.00/yr","SQL, AWS","Data Engineer",https://jp.linkedin.com/company/takeda-pharmaceuticals?trk=public_jobs_topcard_logo,MA
1044,"Data Engineer",Newmark,"New York, NY",Unknown,Python,"Data Engineer",https://www.linkedin.com/company/nmrk-cre?trk=public_jobs_topcard_logo,NY
1045,"Development Data Engineer",Paycom,"Oklahoma City, OK",Unknown,"Apache Airflow, Python, R, Hadoop, Apache Spark, SQL, Scala, Kafka, Databricks, Java","Data Engineer",https://www.linkedin.com/company/paycom?trk=public_jobs_topcard_logo,OK
1046,"Data Engineer",Concero,"Greater St. Louis",Unknown,"Python, R, Snowflake, Power BI, SQL, Java, Tableau, AWS","Data Engineer",https://www.linkedin.com/company/get-concero?trk=public_jobs_topcard_logo,MO
1047,"Data Engineer (Intern) United States",Cisco,"North Carolina, United States","$44,000.00/yr - $130,000.00/yr","Python, MySQL, MongoDB, Hadoop, Google Cloud, Scala, AWS, Tableau, PostgreSQL, Java, Azure","Data Engineer",https://www.linkedin.com/company/cisco?trk=public_jobs_topcard_logo,US
1048,"Data Engineer II","Ahold Delhaize USA","Quincy, MA",Unknown,"SQL, Azure, Excel","Data Engineer",https://www.linkedin.com/company/ahold-delhaize-usa?trk=public_jobs_topcard_logo,MA
1049,"Data Engineer, Just Walk Out","Amazon Web Services (AWS)","Seattle, WA",Unknown,AWS,"Data Engineer",https://www.linkedin.com/company/amazon-web-services?trk=public_jobs_topcard_logo,WA
1050,"IT Data Engineer","Lumos Fiber","United States",Unknown,"Python, Snowflake","Data Engineer",https://www.linkedin.com/company/lumosfiber?trk=public_jobs_topcard_logo,US
1051,"Data Engineer (Junior)","ProSoDel (Professional Solutions Delivered, LLC)","King George, VA",Unknown,"Power BI","Data Engineer",https://www.linkedin.com/company/prosodel-professional-solutions-delivered-llc-?trk=public_jobs_topcard_logo,VA
1052,"Data Engineer",Block+Tackle,"Atlanta Metropolitan Area",Unknown,"Python, SQL, Scala, Databricks, AWS, Azure","Data Engineer",https://www.linkedin.com/company/blocktackle?trk=public_jobs_topcard_logo,GA
1053,"Data Engineer",Zenith,"Atlanta, GA",Unknown,"SQL, BigQuery, Python","Data Engineer",https://uk.linkedin.com/company/zenithinternational?trk=public_jobs_topcard_logo,GA
1054,"Data Engineer III+ (Analytics Focus)",Expeditors,"Grapevine, TX",Unknown,"Python, Power BI, SQL, Databricks, Azure","Data Engineer",https://www.linkedin.com/company/expeditors?trk=public_jobs_topcard_logo,TX
1055,"Data Engineer","Energize Group","Southlake, TX",Unknown,"SQL, Python","Data Engineer",https://uk.linkedin.com/company/energize-group?trk=public_jobs_topcard_logo,TX
1056,"Data Engineer, Google Trust and Safety",Google,"Austin, TX",Unknown,"Python, Power BI, SQL, Tableau, Java","Data Engineer",https://www.linkedin.com/company/google?trk=public_jobs_topcard_logo,TX
1057,"Data Engineer",Ascendion,"Seattle, WA","$110,000.00/yr - $135,000.00/yr","SQL, AWS, Python, Tableau","Data Engineer",https://www.linkedin.com/company/ascendion?trk=public_jobs_topcard_logo,WA
1058,"Sr. Data Engineer","CGS Federal (Contact Government Services)","Worcester, MA","$144,768.00/yr - $209,109.33/yr","SQL, Python, R, Tableau","Data Engineer",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,MA
1059,"Software  Engineer, Data Visualization",OpenAI,"San Francisco, CA",Unknown,"SQL, Python, Snowflake, Plotly","Data Engineer",https://www.linkedin.com/company/openai?trk=public_jobs_topcard_logo,CA
1060,"Data Analytics Engineer",Skanska,"Charlotte, NC",Unknown,"Azure, Power BI","Data Engineer",https://se.linkedin.com/company/skanska?trk=public_jobs_topcard_logo,NC
1061,"Data Engineer",KONE,"Lisle, IL",Unknown,"AWS, Python, Scala, Databricks","Data Engineer",https://fi.linkedin.com/company/kone?trk=public_jobs_topcard_logo,IL
1062,"Data Science Engineer","Juniper Networks","Cupertino, CA",Unknown,"Apache Spark, Reinforcement Learning, Java, Elasticsearch","Data Engineer",https://www.linkedin.com/company/juniper-networks?trk=public_jobs_topcard_logo,CA
1063,"Data Engineer Internship","The Middleby Corporation","Elgin, IL",Unknown,"SQL, Python, Azure","Data Engineer",https://www.linkedin.com/company/middleby-corporation?trk=public_jobs_topcard_logo,IL
1064,"Junior Software Engineer",BlueCargo,"New York, NY","$90,000.00/yr - $120,000.00/yr","Python, AWS","Data Engineer",https://www.linkedin.com/company/bluecargo?trk=public_jobs_topcard_logo,NY
1065,"Data & AI Engineer",MatrixCloud,"San Francisco Bay Area",Unknown,"Python, Apache Spark, SQL, Kafka, PyTorch, TensorFlow, AWS, Azure","Data Engineer",https://www.linkedin.com/company/matrixcloudio?trk=public_jobs_topcard_logo,CA
1066,"Data Engineer",TubeScience,"Los Angeles, CA",Unknown,"SQL, Databricks","Data Engineer",https://www.linkedin.com/company/tubescience?trk=public_jobs_topcard_logo,CA
1067,"Data Engineer","Omega Holdings","Irving, TX",Unknown,"Python, Power BI","Data Engineer",https://www.linkedin.com/company/omegaholdings?trk=public_jobs_topcard_logo,TX
1068,"Data Engineer - 4443",HIRECLOUT,"Los Angeles Metropolitan Area",Unknown,"Python, MongoDB, Google Cloud, SQL, PostgreSQL, Azure","Data Engineer",https://www.linkedin.com/company/hireclout?trk=public_jobs_topcard_logo,CA
1069,"Data Engineer","Royal Caribbean Group","Miami, FL",Unknown,"Python, R, SQL, Scala, Java, Azure","Data Engineer",https://www.linkedin.com/company/royal-caribbean-group?trk=public_jobs_topcard_logo,FL
1070,"Data Engineer III, Alexa Excellence",Amazon,"Bellevue, WA",Unknown,"Python, Collaboration, Hadoop, SQL, Java, Scala, AWS","Data Engineer",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,WA
1071,"Data Engineer","CGS Federal (Contact Government Services)","Albany, NY","$112,597.33/yr - $152,810.66/yr","SQL, Python, R, Tableau","Data Engineer",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,NY
1072,"Data Engineer or Databricks Engineer",Culinovo,"Plano, TX",Unknown,"Apache Airflow, Python, MongoDB, Snowflake, Collaboration, Power BI, Apache Spark, SQL, Data Warehousing, BigQuery, Scala, Kafka, Databricks, Tableau, AWS, Azure","Data Engineer",https://www.linkedin.com/company/culinovo?trk=public_jobs_topcard_logo,TX
1073,"Data Engineer",Uline,"Glenview, IL",Unknown,"SQL, Power BI","Data Engineer",https://www.linkedin.com/company/uline?trk=public_jobs_topcard_logo,IL
1074,"Data Analytics Engineer",BlueCargo,"New York, NY","$120,000.00/yr - $170,000.00/yr","Python, Collaboration, Power BI, SQL, Azure, Tableau, AWS, Looker","Data Engineer",https://www.linkedin.com/company/bluecargo?trk=public_jobs_topcard_logo,NY
1075,"Data Engineer","CGS Federal (Contact Government Services)","Atlanta, GA","$112,597.33/yr - $152,810.66/yr","SQL, Python, R, Tableau","Data Engineer",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,GA
1076,"Data Engineer",Xoriant,"Boston, MA",Unknown,"Python, Hadoop, Apache Spark, SQL, Scala, Databricks, AWS","Data Engineer",https://www.linkedin.com/company/xoriant?trk=public_jobs_topcard_logo,MA
1077,"Data Engineer (On-Site / Tulsa, OK)","Motion Recruitment","Los Angeles, CA",Unknown,"Python, Power BI, SQL, Databricks, Azure","Data Engineer",https://www.linkedin.com/company/motion-recruitment-partners?trk=public_jobs_topcard_logo,CA
1078,"Data Engineer",TextNow,"United States",Unknown,"SQL, Python, Snowflake, AWS","Data Engineer",https://ca.linkedin.com/company/textnow?trk=public_jobs_topcard_logo,US
1079,"Data Engineer, People eXperience and Technology (PXT) Central Science",Amazon,"Austin, TX",Unknown,AWS,"Data Engineer",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,TX
1080,"Data Engineer II","First Western Trust","Denver, CO",Unknown,"SQL, Python","Data Engineer",https://www.linkedin.com/company/first-western-trust?trk=public_jobs_topcard_logo,CO
1081,"Data Engineer - Remote",DriveTime,"Tempe, AZ",Unknown,"Python, Snowflake, SQL, Scala, Kafka, Java","Data Engineer",https://www.linkedin.com/company/drivetime?trk=public_jobs_topcard_logo,AZ
1082,"Data Analytics Engineer - Talend / SSIS",Talener,"Greenwich, CT","$25,000.00/yr - $175,000.00/yr","SQL, AWS","Data Engineer",https://www.linkedin.com/company/talener?trk=public_jobs_topcard_logo,CT
1083,"Data Engineer","TMF Group","United States",Unknown,"MySQL, Snowflake, Power BI, SQL, BigQuery, Databricks, Tableau, AWS, Azure","Data Engineer",https://nl.linkedin.com/company/tmf-group?trk=public_jobs_topcard_logo,US
1084,"Data Engineer l (Python, AWS, Databricks)",Travelers,"Hartford, CT",Unknown,"AWS, Python, Databricks","Data Engineer",https://www.linkedin.com/company/travelers?trk=public_jobs_topcard_logo,CT
1085,"Data Engineer","Motion Recruitment","Mountain View, CA","$65.00/yr - $70.00/yr","Apache Spark, Java, Scala, Kafka","Data Engineer",https://www.linkedin.com/company/motion-recruitment-partners?trk=public_jobs_topcard_logo,CA
1086,"(USA) Data Engineer III",Walmart,"Bentonville, AR","$90,000.00/yr - $180,000.00/yr","SQL, Scala, Kafka, Tableau, Java, Azure, Elasticsearch","Data Engineer",https://www.linkedin.com/company/walmart?trk=public_jobs_topcard_logo,AR
1087,"Sr. Data Engineer","CGS Federal (Contact Government Services)","Arlington, VA","$144,768.00/yr - $209,109.33/yr","SQL, Python, R, Tableau","Data Engineer",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,VA
1088,"Data Engineer Intern",Primerica,"Duluth, GA",Unknown,"SQL, Java, Python","Data Engineer",https://www.linkedin.com/company/primerica?trk=public_jobs_topcard_logo,GA
1089,"Senior Data Engineer","Aimpoint Digital","Sandy Springs, GA",Unknown,"Python, Snowflake, SQL, Databricks, Azure","Data Engineer",https://www.linkedin.com/company/aimpoint-digital?trk=public_jobs_topcard_logo,GA
1090,"Data Engineer","CGS Federal (Contact Government Services)","Dallas, TX","$112,597.33/yr - $152,810.66/yr","SQL, Python, R, Tableau","Data Engineer",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,TX
1091,"Data Engineer","CGS Federal (Contact Government Services)","Syracuse, NY","$112,597.33/yr - $152,810.66/yr","SQL, Python, R, Tableau","Data Engineer",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,NY
